#,name,profile_url,location,answers,badge,picture_url,description,company,address,areas_of_experience
126,Mark Urbanski,https://www.eb5investors.com/directories/immigration-attorneys/mark-urbanski/,"Washington, District of Columbia",18,,https://www.eb5investors.com/resources/images/profiles/47b4f1bfdf6d298682e610ad74b37dca.jpg,"Mark Urbanski is an EB-5 immigration attorney that has dedicated his practice, the Law Offices of Mark A. Urbanski, to immigration and nationality law for over 10 years, focusing on commercial and investment-based immigration matters. He specializes in providing immigration solutions to a wide array of individuals. Attorney Urbanski has obtained visas and green cards for a great number of people and represented hundreds of clients from a variety of fields, such as technology companies, academic institutions, accounting firms, hospitals, and the hospitality industry. He has advised municipalities, businesses and individuals on the creation of EB-5 Regional Centers and has represented investors for various reputable EB-5 Regional Centers.  Attorney Urbanski represents clients from across the United States and the world through his practice in Washington, D.C. and Northern Virginia. His solo practice has enabled him to offer rates far lower than most large or mid-size law firms and to provide greater individual attention and accessibility. Attorney Urbanski is fully equipped and prepared for the multifaceted and rapidly changing legal landscape and is more than able to help clients navigate the immigration process and related business matters.  Attorney Urbanski received his bachelor’s degree from Cornell University and his Juris Doctorate from the University at Buffalo, the State University of New York. Attorney Urbanski has taught courses in international law, business law and public policy as an adjunct professor at the Rochester Institute of Technology, University of Rochester, and other institutions.  Attorney Urbanski is active in numerous bar associations, including the D.C. Bar, and has been active in the American Immigration Lawyers Association (AILA) for over 10 years. He is also admitted to practice before U.S. Federal Courts in five circuits. Attorney Urbanski has presented numerous seminars at the World Bank and International Monetary Fund, served on the American Immigration Lawyers Association panel, and spoken before crowds of business frontrunners and investors abroad. He is fluent in English, Spanish, and Italian and conversant in basic French and Mandarin Chinese.","Law Offices of Mark A. Urbanski, PLLC","2011 Pennsylvania Ave., NW, Ste. 500Washington, District of Columbia 20006","Investor Representation, Regional Center Representation, Immigrant Visa/Adjustment of Status, I-526 Petitions, I-485 Applications, I-829 Petitions, I-924 Applications, Other Immigration Matters"
127,Robert Abedi,https://www.eb5investors.com/directories/immigration-attorneys/robert-abedi/,"Mountain View, California",18,,https://www.eb5investors.com/resources/images/profiles/f1e03cc77d4bbd6bc2cf358dbcb7ed00.jpg,"Robert Abedi is an EB-5 immigration attorney and founder and principal of the Law Offices of Robert Abedi and Associates. Attorney Abedi has over 30 years of experience in immigration and his firm has offices in the San Francisco Bay Area, Iran, and Iraq. He applies his personal philosophy to his firm, as he strives to provide efficient and effective legal services to his clients throughout the world through offering clients personal attention. The attorneys at the Law Offices of Robert Abedi and Associates understand the needs of their clients and assist them in capitalizing on current opportunities. Each client is treated with the utmost respect, individual attention, and professionalism. Clients are provided with a tailored service that is considerate of their individual budget and time limitations while maintaining high standards of service. The firm accepts clients throughout the United States and overseas. 
Attorney Abedi has represented families, individuals and corporations in all aspects of U.S. immigration law through his decades of experience. With a background in human resources and the healthcare industry, attorney Abedi has been able to help foreign physicians, engineers, scientists, and business professionals in immigration law-related matters. He enjoys helping his clients achieve their goal of securing lawful permanent residence in the United States.
Services provided by attorney Abedi and his law firm include immimgration and naturalization law, business and employment immigration, H-1B, L, E-1, non-immigration visas, labor certification & PERM processing, family immigration, including fiancé and K-3 visa representation, deportation and  removal, political asylum, and federal immigration litigation.
In addition to his work as an attorney, attorney Abedi has given seminars in Iran.
Attorney Abedi received his bachelor’s degree in economics and history from Emory University of Atlanta and went on to receive his juris doctorate from the University of Wisconsin Madison. Attorney Abedi is a member of the New Jersey Bar Association. He is fluent in English, Farsi, and French.
 The attorneys at the Law Offices of Robert Abedi and Associates understand the needs of their clients and assist them in capitalizing on current opportunities. Each client is treated with the utmost respect, individual attention, and professionalism. Clients are provided with a tailored service that is considerate of their individual budget and time limitations while maintaining high standards of service. The firm accepts clients throughout the United States and overseas.  Attorney Abedi has represented families, individuals and corporations in all aspects of U.S. immigration law through his decades of experience. With a background in human resources and the healthcare industry, attorney Abedi has been able to help foreign physicians, engineers, scientists, and business professionals in immigration law-related matters. He enjoys helping his clients achieve their goal of securing lawful permanent residence in the United States. Services provided by attorney Abedi and his law firm include immimgration and naturalization law, business and employment immigration, H-1B, L, E-1, non-immigration visas, labor certification & PERM processing, family immigration, including fiancé and K-3 visa representation, deportation and  removal, political asylum, and federal immigration litigation. In addition to his work as an attorney, attorney Abedi has given seminars in Iran. Attorney Abedi received his bachelor’s degree in economics and history from Emory University of Atlanta and went on to receive his juris doctorate from the University of Wisconsin Madison. Attorney Abedi is a member of the New Jersey Bar Association. He is fluent in English, Farsi, and French.",Law Offices of Robert Abedi and Associates,"P.O. Box 1881Mountain View, California 94042","Investor Representation, EB-5 Litigation, I-526 Petitions, I-829 Petitions, I-924 Applications, Other Immigration Matters"
128,Ron Klasko,https://www.eb5investors.com/directories/immigration-attorneys/ron-klasko/,"Philadelphia, Pennsylvania",18,,https://www.eb5investors.com/resources/images/profiles/b32d54edfbef54504db682d7d6d5be8d.jpg,"H. Ronald Klasko is an EB-5 immigration attorney and one of the founders of Klasko, Rulon, Stock & Seltzer, with offices in New York City and Philadelphia. His firm has has been chosen by Chambers Global as one of six top tier immigration law firms in the U.S. Attorney Klasko has focused his practice on immigration law for over 30 years and has been recognized by the International Who’s Who of Business Lawyers as being the most well respected corporate immigration attorney in the world.  Attorney Klasko held the prestigious position of the American Immigration Lawyers Association’s (AILA) National President, has sat on AILA’s board of governors since 1980, and has been general counsel for three past AILA presidents. In addition to such prestigious positions, he chaired the AILA EB-5 Committee from 2009 to 2012. He has been National Chair for AILA’s Department of Labor Liaison Committee, INS General Counsel Liaison Committee, Business Immigration Committee, and U.S. Department of Labor Liaison Committee. Attorney Klasko is one of three attorneys to be honored with the AILA Founders Award for the impact he has made in the immigration field.
As the chair of the AILA EB-5 Committee, attorney Klasko has been an advocate for USCIS improvements to the EB-5 program and regularly speaks at EB-5 conferences around the world. He represents two of the three largest EB-5 Regional Centers in the U.S., in addition to representing over 1,000 EB-5 investors since the 1990s. Attorney Klasko routinely assists business owners and developers seeking to raise EB-5 investment capital and has overseen applications for regional center designation, adopting regional center projects, regional center project preapproval, and  the purchase of existing regional centers. He presently chairs the Best Practices Committee of IIUSA and the association of EB-5 regional centers. 
Attorney Klasko is a frequent immigration law lecturer and has served as an adjunct professor of immigration law at the Villanova University Law School. He has testified as an immigration expert before the U.S. Commission on Immigration Reform and U.S. House of Representatives Committee on the Judiciary. Attorney Klasko has also provided legal training to attorneys and other staff members at the U.S. Department of State, U.S. Department of Justice, U.S. Department of Labor, Immigration Judges Association, and INS General Counsel Management Conference. 
 Attorney Klasko held the prestigious position of the American Immigration Lawyers Association’s (AILA) National President, has sat on AILA’s board of governors since 1980, and has been general counsel for three past AILA presidents. In addition to such prestigious positions, he chaired the AILA EB-5 Committee from 2009 to 2012. He has been National Chair for AILA’s Department of Labor Liaison Committee, INS General Counsel Liaison Committee, Business Immigration Committee, and U.S. Department of Labor Liaison Committee. Attorney Klasko is one of three attorneys to be honored with the AILA Founders Award for the impact he has made in the immigration field. As the chair of the AILA EB-5 Committee, attorney Klasko has been an advocate for USCIS improvements to the EB-5 program and regularly speaks at EB-5 conferences around the world. He represents two of the three largest EB-5 Regional Centers in the U.S., in addition to representing over 1,000 EB-5 investors since the 1990s. Attorney Klasko routinely assists business owners and developers seeking to raise EB-5 investment capital and has overseen applications for regional center designation, adopting regional center projects, regional center project preapproval, and  the purchase of existing regional centers. He presently chairs the Best Practices Committee of IIUSA and the association of EB-5 regional centers.  Attorney Klasko is a frequent immigration law lecturer and has served as an adjunct professor of immigration law at the Villanova University Law School. He has testified as an immigration expert before the U.S. Commission on Immigration Reform and U.S. House of Representatives Committee on the Judiciary. Attorney Klasko has also provided legal training to attorneys and other staff members at the U.S. Department of State, U.S. Department of Justice, U.S. Department of Labor, Immigration Judges Association, and INS General Counsel Management Conference. ","Klasko, Rulon, Stock & Seltzer, LLP","1800 John F. Kennedy Boulevard, 17th FloorPhiladelphia, Pennsylvania 19103","Investor Representation, Regional Center Representation, Immigrant Visa/Adjustment of Status, EB-5 Litigation, I-526 Petitions, I-485 Applications, I-829 Petitions, I-924 Applications, Other Immigration Matters, DS-260 Applications"
129,Ally Bolour,https://www.eb5investors.com/directories/immigration-attorneys/ally-bolour/,"Los Angeles, California",17,,https://www.eb5investors.com/resources/images/profiles/22dabd20ca39458b881ee5a1a2404281.jpg,"Ally Bolour is an EB-5 immigration attorney and the founder of the Law Offices of Ally Bolour, APC, with offices in Los Angeles and Palm Springs, Calif. His serves LGBTQ and other immigrant families living in the Los Angeles area and worldwide. Founded in 1998, his practice is exclusively dedicated to immigration law, with a focus on business and family immigration, and asylum and refugee matters.  Attorney Bolour and his team of attorneys at the Law Offices of Ally Bolour are experienced in representing clients worldwide in the process of obtaining an EB-5 visa. This includes preparing and filing the I-526 petition, the I-485 application for adjustment of status, and the I-829 petition for removal of conditions. The firm has successfully represented investors in launching businesses across a wide range of industries.  Attorney Bolour has worked extensively to help people avoid deportation, and to instead obtain green cards and visas to remain in the United States legally. He is also a strong advocate of immigration reform. Prior to founding his own law office, Attorney Bolour was a partner at Escandari, Bolour & Jansezian, where his practice was also exclusively dedicated to immigration law.  Since 1996, Attorney Bolour has been actively admitted to the California State Bar. He is a member of the American Immigration Council (AIC), and has served as the AIC Ambassador to Los Angeles and as a member of the Board of Trustees. He is also a member of the American Immigration Lawyers Association (AILA), which he has contributed to in a variety of sectors, such as the Gay and Lesbian Interest Section, the National Asylum Committee, and the Media Advocacy Committee.  His professional memberships also include the Los Angeles Gay and Lesbian Lawyers Association, the Los Angeles County Bar Association, Immigration Equality, and more. Attorney Bolour has been recognized as a California Super Lawyer multiple times. He has served as a guest speaker at a variety of conferences and seminars for organizations/events such as AILA, the Los Angeles County Bar Association, and the Harvard University LGBT Policy and Law Conference.  Attorney Bolour earned his Juris Doctor from Southwestern University School of Law in Los Angeles, Calif. During law school, he received the American Jurisprudence Award in Constitutional Law II and the Exceptional Achievement Award in Immigration Law. He received both his B.S. in Business Administration and his M.B.A. from California State University, Fresno, in Fresno, Calif. Attorney Bolour is fluent in English and Persian. ","Law Offices of Ally Bolour, APC","5670 Wilshire Blvd, Suite 1400Los Angeles, California 90036","Investor Representation, Immigrant Visa/Adjustment of Status, I-526 Petitions, I-485 Applications, I-829 Petitions, Other Immigration Matters"
130,Edward Litwin,https://www.eb5investors.com/directories/immigration-attorneys/edward-litwin/,"San Francisco, California",17,,https://www.eb5investors.com/resources/images/profiles/1ac978c8020be6d7212aa71d4f040fc3.jpg,"Edward R. Litwin is an EB-5 immigration attorney and founder of Litwin & Associates, a law firm located in the San Francisco Bay Area that helps individuals and employers meet their immigration needs. Attorney Litwin has practiced law since 1975 and is nationally recognized as an expert on immigration law. His work concentrates on business visas and labor certification, in addition to other immigration services.  Litwin & Associates primarily focuses on helping Northern California individuals and businesses with family and business immigration matters from its four Bay Area offices. The firm’s attorneys apply themselves individually, and collectively, to the pursuit of excellence as a mid-sized, dynamic immigration law firm.  Attorney Litwin has earned praise for his many legal contributions. He has also served as an adjunct professor of immigration and nationality law at the McGeorge School of Law and the University of San Francisco Law School. He has been included in the National Registry of Who’s Who, the seventh edition of Best Lawyers in America, the ninth edition of Who’s Who in American Law, Strathmore’s Who’s Who, An International Who’s Who of Corporate Immigration Lawyers, and the 1999-2000 edition of the Who’s Who in Executives and Professionals.  In addition to his work in law, attorney Litwin has given numerous lectures at advanced immigration law seminars given throughout Canada, Puerto Rico, and the United States. He has also published numerous articles on immigration law in Personal News, the Immigration Journal, and Immigration Law & Procedure. Attorney Litwin is a graduate of the University of California Hastings College of Law. He is certified as a Specialist in Immigration and Nationality Law according to California State Bar standards of specialization and is admitted to practice law in the state of California and before the U.S. District Court for the Northern District of California.  Attorney Litwin is a member of the American Bar Association, the Federal Bar Association, the Christian Legal Society, the San Francisco Bar Association, and was an elected member to the board of governors of the American Immigration Lawyers Association. ","Litwin & Associates, A Law Corporation","1435 Huntington Avenue Suite 336San Francisco, California 94080",Investor Representation
131,Jason Feldman,https://www.eb5investors.com/directories/immigration-attorneys/jason-feldman/,"San Diego, California",17,,https://www.eb5investors.com/resources/images/profiles/e4d78a6b4d93e1d79241f7b282fa3413.jpg,"Jason Feldman is an EB-5 immigration attorney who has been a partner at Feldman Feldman & Associates in San Diego for over three years. Feldman Feldman & Associates, PC is an immigration law firm dedicated to protecting the rights of its clients. Their team of dedicated immigration experts put in the extra effort needed to properly, and promptly, handle all of the immigration matters of their clients. Feldman Feldman & Associates, PC represents clients who work and live all across the nation. They routinely handle EB-5 investor visas, green cards, labor certification, H-1B visas, intra-company transfers, deportation representation and much more. Attorney Feldman concentrates on investment- and business-based immigration law. The majority of his cases involve EB-5, labor certification, various non-immigrant visas and extraordinary ability cases. Attorney Feldman is a member of the American Immigration Lawyers Association (AILA). He earned his Bachelor of Arts in mathematical economics from Pitzer College and his Juris Doctor from the University of San Diego School of Law. He is a national and world contract bridge champion. He has represented the United States in international contract bridge competitions. ","Feldman Feldman & Associates, PC","2221 Camino Del Rio South, Suite 201San Diego, California 92108","Investor Representation, Regional Center Representation, Immigrant Visa/Adjustment of Status, EB-5 Litigation, I-526 Petitions, I-485 Applications, I-829 Petitions, I-924 Applications, Other Immigration Matters"
132,Kevin Michael Tracy,https://www.eb5investors.com/directories/immigration-attorneys/kevin-michael-tracy/,"San Diego, California",17,,https://www.eb5investors.com/resources/images/profiles/2edb343575be23ac74ebc110948bb693.jpg,"Kevin M. Tracy is an EB-5 immigration attorney at the Law Office of Kevin M. Tracy, located in San Diego. Attorney Tracy is highly experienced and has over 25 years of legal immigration experience. His goal is to help his clients in any way that he can to help them gain citizenship, while thoroughly explaining his legal strategies. The Law Office of Kevin M. Tracy is dedicated to serving each and every one of their clients on a personal and individual level. The firm is able to offer the best solutions and strategies to fulfill the goals of their clientele. The office has multilingual personnel and is able to serve individuals in Spanish and French. The Law Office of Kevin M. Tracy has worked with individuals from a wide spectrum of backgrounds, countries and cultures. The firm listens closely to its clients’ concerns and takes the time to help them understand the intricacies of immigration law and how it applies to their situation. Attorney Tracy is experienced in nearly all areas of immigration, including family-based petitions, fiance petitions and all types of business visas, including H2A, H1B, PERM (labor certification) and E2 treaty investor. He has also aided students in obtaining visas and applications for naturalization, along with deportation defense. Attorney Tracy is also actively involved in securing employment authorization for individuals who are in high school, graduated high school, are currently in college, or are attempting to obtain their GED.  Attorney Tracy is also skilled in handling matters pertaining to the EB-5 program. His areas of expertise include investor representation, I-526 petitions, I-485 applications, DS-230 applications, I-829 petitions and other immigration matters. Attorney Tracy attended Western State University College of Law, now renamed the Thomas Jefferson School of Law, and graduated in 1981 with his Juris Doctor. Prior to this, he attended college in Massachusetts and is an honorably discharged veteran of the United States Air Force. He is a member of professional organizations such as the American Immigration Lawyers Association and the American Trial Lawyers Association. He also writes a blog on immigrating to the United States.",Law Office of Kevin Michael Tracy,"16466 Bernardo Center Drive, Suite 270San Diego, California 92128",Investor Representation
133,Ali Farahmand,https://www.eb5investors.com/directories/immigration-attorneys/ali-farahmand/,"Irvine, California",16,,https://www.eb5investors.com/resources/images/profiles/7c1192a2afb55fdee2a326ef8de8a3a0.jpg,"Ali Farahmand is an EB-5 immigration attorney at the Law Office of Ali M. Farahmand in Irvine, Calif. He has been practicing business, immigration and injury law in Southern California for more than 10 years and has more than 20 years of experience working in a private practice. His law firm has provided assistance to many families and foreign individuals in achieving their goal of participating in the EB-5 visa program. Attorney Farahmand has been practicing law in California since 1990 and previously worked in international law at the law firm of Morgan, Lewis & Bockius.  The Law Offices of Ali Farahmand is dedicated to providing effective, open, quality, and timely business immigration and personal injury services for reasonable fees. The law firm keeps clients informed of any concerns and costs of their cases and is transparent about strategies, cases, timelines, and budgets in order to discuss the implementation and planning of solutions. Services at the Law Offices of Ali Farahmand are offered in English, Spanish, and Farsi. Attorney Farahmand assists various clients in the United States, as well as foreign firms and businesses, researchers, scientists and individuals from around the world. He practices complex immigration matters concerning families, students, and investors. He also provides counsel to different employers and companies in the United States regarding the maintenance of an employment-eligible workforce and different complex compliance issues. Additionally, attorney Farahmand has represented various clients across the country who are facing deportation and is very active in the area of removal & deportation in the United States.  Attorney Farahmand has assisted clients in becoming permanent residents of the United States through EB-5 investment and has helped foreign investors and families obtain green cards through the EB-5 Immigrant Investor Program. Attorney Farahmand received his bachelor’s degree from the University of Colorado at Denver and received his Juris Doctorate degree at the University of Notre Dame Law School. He is a member of the immigration law sections of the Orange County Bar Association and the Los Angeles County Bar Association, the American Immigration Lawyers Association (AILA) and the American Bar Association. He is committed and dedicated to volunteer work for different individuals and groups he assists on a pro bono basis. He is fluent in both English and Farsi. ",Law Office of Ali M. Farahmand,"9070 Irvine Center Drive, Suite 125Irvine, California 92618","Investor Representation, Regional Center Representation, Immigrant Visa/Adjustment of Status, EB-5 Litigation, I-526 Petitions, I-485 Applications, I-829 Petitions, I-924 Applications, Other Immigration Matters"
134,Christian Schmidt,https://www.eb5investors.com/directories/immigration-attorneys/christian-schmidt/,"San Francisco, California",16,,https://www.eb5investors.com/resources/images/profiles/e99298b28ed320343949b7631bebe7e5.jpg,"Christian Schmidt is an EB-5 immigration attorney who is the principal and founder of the Schmidt Law Group, located in San Francisco. Attorney Schmidt is an immigrant from Germany, and worked with nationally renowned, prominent law firms in San Francisco, New Orleans, and Chicago prior to his founding of the Schmidt Law Group. He has successfully represented clients from around the world and across the United States. Attorney Schmidt has assisted clients in all matters involving U.S. immigration and nationality law, including work visas, green cards through employment and family relations, and deportation defense. He frequently appears before immigration courts and United States Citizenship and Immigration Services to represents his clients. He also has extensive experience representing clients through business immigration matters with a focus on immigrant and nonimmigrant business visas, EB-5 foreign investment visas, and PERM/Labor certification.  Attorney Schmidt has spoken at numerous seminars and conferences on immigration matters. He has traveled with the German-American Chamber of Commerce to advise German companies on their expansion into U.S. markets and has assisted medical institutions in the United States with the recruitment of registered nurses from the Philippines.  Attorney Schmidt earned his law degree from the University of Hamburg School of Law in 1994. He subsequently earned his Master of Laws (LL.M.) in international legal studies from Golden Gate University in San Francisco in 1997. Attorney Schmidt is a member of the American Immigration Lawyers Association, the German-American Business Association, and the German-American Chamber of Commerce of the Mid-West. He is admitted to practice law before the state of Louisiana, the United States District Court for the Western District of Wisconsin, the United States District Court for the Northern District of Illinois, and the United States Courts of Appeals for the Seventh Circuit.  He is fluent in both English and German.",Schmidt Law Group,"235 Montgomery Street, Suite 728San Francisco, California 94104",Investor Representation
135,Michele Franchett,https://www.eb5investors.com/directories/immigration-attorneys/michele-buchanan/,"Los Angeles, California",16,,https://www.eb5investors.com/resources/images/profiles/96276c4db2d39c1529b9fdbfc9e5b2e6.jpg," Michele Franchett is a partner at Stone Grzegorek & Gonzalez LLP. She has over twenty years of experience in the field, and her practice is focused on investor and entrepreneurial immigration, with emphasis on EB-5 capital group representation. She provides counsel to several regional centers seeking to obtain or amend regional center designations and exemplar petition approvals and offers due diligence reviews for EB-5 eligibility and compliance.   Having worked in the field of U.S. immigration law since 1986, Franchett has since accumulated experience encompassing virtually every area of business-based immigration. She has represented multinational corporations, research hospitals, universities, investors, entrepreneurs, academicians, artists and entrepreneurs from around the globe. Franchett has also represented clients applying for visas at U.S. Consulates in Toronto, Halifax, and Ciudad Juarez, as well as at the U.S. Embassy in Seoul. In more recent years, she traveled to China to provide EB-5 training for licensed immigration consultants.   Franchett is a frequent speaker at EB-5 industry conferences and has been a member of the Invest In the USA (IIUSA) Public Policy Committee since 2015. She is admitted to the California Bar and is a Certified Specialist in the practice of Immigration and Nationality Law. She served for two years on the EB-5 committee of the American Immigration Lawyers Association (AILA) and is a former chair of the AILA Southern California Chapter.   Franchett earned her Bachelor of Arts degree in Asian Studies at the University of Wisconsin at Madison. She received her law degree from the University of West Los Angeles School of Law and is conversant in Mandarin. She began studying Mandarin at the age of 15 and completed a First-Year Intensive Japanese course at the University of Minnesota, Minneapolis, as well as coursework at the Taiwan Normal University Mandarin Training Center in Taipei. ",Stone Grzegorek & Gonzalez LLP,"800 Wilshire Blvd., Suite 900Los Angeles, California 90017",Investor Representation
136,Anastasia White,https://www.eb5investors.com/directories/immigration-attorneys/anastasia-white/,"Fort Lauderdale, Florida",15,,https://www.eb5investors.com/resources/images/profiles/d0e7244b36e4e2cfcc04d247bff16291.jpg,"Anastasia White is an immigration attorney. She is a founding partner at the Immigration Law Offices of Anastasia White, P.A. Based in Florida, the firm primarily handles visa applications and helps foreign investors, multinational executives and international professional employees obtain U.S. permanent residency. The firm also deals with family-based immigration petitions, citizenship applications and other immigration-related legal cases. White is experienced in filing individual EB-5 petitions and counsels international clients on other immigration issues, including most categories under E visas, H visas and EB visas. White’s fluency in Russian and deep understanding of the Russian business environment enable her to provide services to the firm’s clientele from Russia and other Russian-speaking countries. She is also skilled at handling complicated employment-based immigration issues, including responding to challenging RFEs and NOIDs. Before establishing her own law firm, she worked as an associate attorney at Rostova Westerman Law Group, P.A. in Fort Lauderdale, Florida, where she prepared immigration petitions, attended naturalization and status adjustment interviews, and fulfilled oversight responsibilities. Prior to joining Rostova Westerman, she served as an associate attorney at AmLaw Group PLLC in Hollywood, Florida, and concentrated her practice on filing of various non-immigrant and immigrant petitions. White is admitted to practice law in Florida and Russia. She has been nominated for and listed on several prominent awards and ranking lists, including the 2018 Top 40 Under 40 Attorneys in Immigration Law in the State of Florida, and the 10 Best Attorneys for Client Satisfaction in the Practice of Immigration law in the State of Florida. As an active member of the American Immigration Lawyers Association (AILA), she was elected the vice-chair for AILA’s business and investment committee of South Florida in 2018. She is also a Florida-licensed notary public. White received her Juris Doctor, cum laude, from Nova Southeastern University in Florida, with a concentration in international legal practice. She obtained her bachelor’s degree in international and comparative law from Siberian Federal University in Russia. White speaks English and Russian.","Immigration Law Offices of Anastasia White, P.A.","500 East Broward Blvd, Suite 1710Fort Lauderdale, Florida 33394","Investor Representation, Immigrant Visa/Adjustment of Status, I-485 Applications, DS-230 Applications, I-829 Petitions, Other Immigration Matters, DS-260 Applications"
137,Jack C Sung,https://www.eb5investors.com/directories/immigration-attorneys/jack-sung/,"Los Angeles, California",15,,https://www.eb5investors.com/resources/images/profiles/9cbe38ee91368cef7c0f22de9c3461e3.jpg,"Jack C. Sung founded the Los Angeles-based law firm D’Alessio Law Group. The boutique law firm practices exclusively in U.S. immigration law, including matters related to the EB-5 visa program. Sung has expertise in representing EB-5 immigrant investors in preparing and filing I-526 petitions, I-485 applications, DS-260 applications, and I-829 petitions to remove conditions. He also has experience representing regional centers in preparing I-924 applications. Before starting his own law firm in 2007, Sung was a legal clerk for the Los Angeles County District Attorney’s Office, the Los Angeles City Attorney’s Office, and the Hon. Senior Judge Takasugi in the Ninth Circuit Federal Court. He earned his undergraduate degree from the University of California, Irvine, and his law degree from Southwestern Law School. While working to obtain his Juris Doctor, he also authored “Killing Two Birds with One Stone,” which examined employment law protections for undocumented workers. As a law student, Sung received three CALI Excellence Awards. Sung is a first-generation Taiwanese American fluent in English, Mandarin, and Japanese. He is the president of the Taiwanese American Lawyers Association and holds an active membership in the Los Angeles County Bar Association (LACBA). In 2011, he received an Outstanding Public Service Award from the LACBA for pro bono representation work within the immigrant community. Sung is actively admitted to the California State Bar.",D'Alessio Law Group,"6420 Wilshire Blvd, Suite 720Los Angeles, California 48","Investor Representation, Regional Center Representation, Immigrant Visa/Adjustment of Status, EB-5 Litigation, EB-5 Securities Issues, I-526 Petitions, I-485 Applications, I-829 Petitions, I-924 Applications, Other Immigration Matters"
138,Steven D Heller,https://www.eb5investors.com/directories/immigration-attorneys/steven-d-heller/,"Lewes, Other",15,,https://www.eb5investors.com/resources/images/profiles/9b2325e0e39703a0f619db7032e9d279.jpg,"Steven D. Heller is an immigration attorney and director of Heller Immigration Law, Ltd., a United Kingdom-based U.S. immigration law firm founded in 2008. He is also of counsel to Chavin Immigration Law Office in London. Heller, who has been practicing U.S. immigration law since 1992, splits his time between the United Kingdom and New York. At his firm, Heller, manages all aspects of the practice and maintains knowledge of U.S. immigration law, particularly with regards to waivers of inadmissibility, treaty traders, investors, small businesses, families, adoptions and individuals of extraordinary ability. Heller advises individuals, corporations and local solicitors on immigration and naturalization matters. Heller worked for U.S. Citizenship and Immigration Services and its predecessor, the U.S. Immigration and Naturalization Service, from 1994 to 2008 in Washington, D.C., London, New York and New Jersey. For INS, he served as an asylum officer and as a supervising asylum officer. For USCIS, he served as a headquarters officer in Washington and overseas adjudication specialist in London. In addition to his government service, Heller has worked as an attorney for private firms in the U.S. and U.K. Heller has published articles in various journals and is the co-author of “U.S. Citizenship for Dummies.” He has served in various capacities for the American Immigration Lawyers Association. Heller has a bachelor’s degree in English from Binghamton University and a J.D. from Georgetown University Law Center. Prior to becoming an attorney, he worked as a reporter. He has been a finalist for his stand-up comedy in a New York lawyer humor contest and is frequently quoted in media as an expert in U.S. immigration law.",Heller Immigration Law Ltd,"Castle Works, Westgate Street,Lewes, Other BN7 1YR",Investor Representation
139,Tomas Resendez,https://www.eb5investors.com/directories/immigration-attorneys/tomas-resendez/,"Austin, Texas",15,,https://www.eb5investors.com/resources/images/profiles/c1fcffd51eb7c38b7209a6106d66cc84.jpg,"Tomas Resendez is an immigration lawyer with Resendez Immigration Law PLLC in Austin, Texas. As a corporate U.S. immigration specialist with more than seven years of experience, Resendez represents a wide range of clients from individuals and small businesses to high net worth corporations. As an immigrant himself, Resendez has focused his practice exclusively on immigration law. He counsels his clients regarding employment and family-based nonimmigrant and immigrant matters, including visas, permanent residence, naturalization, and citizenship; guiding them through their best available options. Specifically, Resendez advises his clients on which temporary work visas to get, how to obtain permanent residence through the labor certification process, extraordinary ability classification, and qualifying investments in U.S. businesses or EB-5 centers. Prior to Resendez Immigration Law PLLC, Resendez was an associate at Fragomen as an associate. Before that, he worked for Escamilla and Poneck for more than five years. Resendez holds a Doctor of Law degree or Juris Doctor (JD) from St. Mary’s University School of Law in San Antonio and a Bachelor of Arts degree in finance from the University of Texas at San Antonio. He is a member of the Texas Bar Association. Resendez speaks English and Spanish.",Resendez Immigration Law PLLC,"14425 Falcon Head Blvd Building E - Suite 100Austin, Texas 78738","Investor Representation, Immigrant Visa/Adjustment of Status, I-485 Applications, DS-230 Applications, Other Immigration Matters"
140,Baoqin Wang,https://www.eb5investors.com/directories/immigration-attorneys/baoqin-wang/,"Laguna Niguel, California",14,,https://www.eb5investors.com/resources/images/profiles/878cbc9ed11d6c167ef0065805a85392.jpg,"Baoqin Wang is an EB-5 immigration attorney with extensive experience working with family- and business-based immigration law. She is the founder of the Law Office of Baoqin Wang, a law firm dedicated solely to assisting clients in immigration matters. Attorney Wang regularly assists individuals and businesses from around the United States and is dedicated to exceeding the expectations of her clients when addressing their immigration matters. Attorney Wang believes that communication is a central part of her practice and takes the time to thoroughly and properly explain the immigration process to her clients. As a result, she has earned a reputation for promptly responding to the needs of her clients. This has helped the Law Office of Baoqin Wang enjoy its reputation of offering extraordinary service to immigration clients.  Attorney Wang has practiced immigration law since 2000. In addition to helping immigrant investors obtain their green cards through the EB-5 visa program, attorney Wang also assists clients with naturalization, national interest waivers, labor certification, alien of extraordinary ability visas, outstanding researcher or professor visas, relative based visas, and temporary work visas.  Attorney Wang earned the Distinguished Community Service Award from Chinese Professionals and Entrepreneurs Association (CPAEA) in 2001 for her commitment to serving the immigration community. She has also written articles concerning immigration in an Oregon-based Chinese newspaper.  Attorney Wang earned her Bachelor of Law from Jilin University Law School in China and her Juris Doctor from Brigham Young University Law School in 1999. Attorney Wang is licensed to practice law in California and Oregon and is a member of the American Immigration Lawyers Association. ",Law Office of Baoqin Wang,"28202 Cabot Rd, Suite 300Laguna Niguel, California 92677",Investor Representation
